source,type,Question in English,Question in Dagbani,Question (Dagbani),Answer (Dagbani),Question (English),Answer (English),Personal pronouns (Dagbani),Personal pronoun (English),Negation (Dagbani),Negation (English),Dagbani,English,line_index,content,Singular,Plural,Translation,Day,Dagbaŋ Month,English Month,Dagbanli,Alternative/Plural
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,1.0,Body Parts in Dagbanli (Ningbuna boba),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,3.0,English Dagbanli Alternative/Plural,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,4.0,Head Zuɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,5.0,Hair Zabiri,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,6.0,Ear Tibili Tiba (Ears),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,7.0,Eye Nini Nina (Eyes),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,8.0,Mouth Nɔli Nangbani,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,9.0,Neck Nyingɔli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,10.0,Chest Nyɔɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,11.0,Breast Bihili Biha (Breasts),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,12.0,Stomach puli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,13.0,Rip Saprigu Sapira (Rips),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,14.0,Navel Nyuɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,15.0,Waist Shɛi,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,16.0,Hip Sakpuɣu Sakpuɣa (Hips),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,17.0,Buttocks Gbina Gbini (Buttock),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,18.0,Thigh gbalpini gbalpina (Thighs),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,19.0,Knee duni duna (Knees),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,20.0,Leg bɛi bɛhi (Legs),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,21.0,Ankle Napɔŋ-chei,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,22.0,Foot Napɔŋ Napɔna (Feet),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,23.0,Toe Napɔŋ-bila Napɔŋ-bihi (Toes),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,24.0,Big Toe Napɔŋ-lɔɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,25.0,Heel Napɔŋ-kpaa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,26.0,Shoulder Bɔɣu-sapim,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,27.0,Arm Bɔɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,28.0,Elbow Kpinkpanjua,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,29.0,Wrist Nukyɛi,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,30.0,Finger Nubila Nubihi (Fingers),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,31.0,Thumb Nuluɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,32.0,Finger/Toe Nails Nyinyahi,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,33.0,Palm Nutali,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,34.0,Abdomen Saɣinga,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,35.0,Soles of the feet Napɔŋ-vaɣu Napɔŋ-vari (plural),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,36.0,Nose Nyɛi,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,37.0,Forehead Gbiɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,1.0,Learning from Dagbani Songs,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,3.0,Traditional Dagomba Occupational Songs,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,4.0,"This lesson provides free learning resources for both teachers and learners in Primary 4, discussing songs connected to traditional Dagomba occupations and their importance.",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,5.0,Traditional Dagomba occupational songs are songs performed during the carrying out of tasks related to traditional occupations such as:,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,6.0,Weeding,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,7.0,Building a hut,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,8.0,Roofing a hut,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,9.0,Flooring the compound,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,10.0,Weaving thatches,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,11.0,Examples of Traditional Songs,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,12.0,Baa Lana Gbaaimi a Baa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,13.0,Performed during weeding,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,14.0,Saa bu Imoro,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,15.0,Performed during weeding,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,16.0,Zuɣa Yila,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,17.0,Performed during flooring the compound,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,18.0,Importance of Traditional Occupational Songs,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,19.0,It reduces fatigue,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,20.0,Entertains the workers,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,21.0,Allows for systematic work,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,22.0,Attracts more hands to the work,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,23.0,Inspires fellow workers to work harder,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,24.0,Promotes our culture,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=01-learning-from-dagbani-songs,raw_text_line,,,,,,,,,,,,,25.0,Lesson By: Musah Fuseini,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,table_row,,,,,,,,,,,Ʒiri,Lies,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,table_row,,,,,,,,,,,Yɛlmaŋli,Truth,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,table_row,,,,,,,,,,,Ʒɛmana,Generations,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,table_row,,,,,,,,,,,Vuɣisi,Ridges for planting crops,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,table_row,,,,,,,,,,,Sitira,Clothes,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,1.0,Dagbani Poems (Yɛlitɔɣitaɣimalisi),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,3.0,"A poem is a piece of writing in which the words are chosen for their beauty and sound and are carefully arranged, often in short lines that rhyme. (Source: Collins Dictionary).",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,4.0,Examples of Dagbani Poems,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,5.0,Bia,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,6.0,M ba yɛligu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,7.0,A ma,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,8.0,Gbuɣinli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,9.0,Zamba,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,10.0,Buɣili noo,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,11.0,"Sample Poem: ""M Ba Yɛligu"" by Tia Sulemana",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,12.0,M ba yɛligu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,14.0,M ba daa yɛli ma,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,15.0,Ka m ma yɛli ma,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,16.0,M-maan labi yɛli ma,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,17.0,Ni n zom ʒiri,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,18.0,Ni ʒiri dihiri nira vi,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,19.0,Ka labisiri bilichini nyaaŋa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,21.0,Ka n ti yiɣisina,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,22.0,Ka ʒɛmana kana,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,23.0,Ka ʒiri mali nyɔri,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,24.0,Ka yɛlimaŋli kɔŋ nyɔri,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,25.0,Ooi! Ooi! Bɔ ʒɛmana m-bɔŋɔ?,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,27.0,Ka ʒiri ti deei zaashee,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,28.0,Ka yɛlimaŋli kɔŋ zaashee,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,29.0,"Tɔ amaa, ʒiri yi kuli kɔri vuɣusi",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,30.0,Yɛlimaŋli m-birita,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,32.0,"Sitira laɣim kɔbiga,",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,33.0,tampiɛlli n-daa gari,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,34.0,"Dinzuɣu ʒiri yi laɣim kɔbiga,",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,35.0,yɛlimaŋli n-gari.,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,36.0,Key Words in the Poem,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,37.0,Dagbani English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,38.0,Ʒiri Lies,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,39.0,Yɛlmaŋli Truth,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,40.0,Ʒɛmana Generations,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,41.0,Vuɣisi Ridges for planting crops,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,42.0,Sitira Clothes,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,43.0,Moral Lessons from the Poem,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,44.0,The need to listen to the words of wisdom of the elderly,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,45.0,The need to embrace truthfulness and eschew telling lies,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,46.0,Perseverance with being truthful,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,47.0,Truth would always triumph even if it would delay,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,48.0,Importance of Dagbani Poems,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,49.0,Promotes Dagbani culture,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,50.0,Teaches moral lessons,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,51.0,Entertains us,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,52.0,Helps in developing oral skills,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=02-dagbani-poems-y%C9%9Blit%C9%94%C9%A3ita%C9%A3imalisi,raw_text_line,,,,,,,,,,,,,53.0,Lesson By: Musah Fuseini,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Kunduŋ,Hyena,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Piɛɣu,Sheep,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Napɔɣu,sheep pen,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Piɛgula,shepherd,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Chɛfirinima,Idol worshippers,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Buɣili,Idol,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Buɣili malibu,Pacifying idols,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Buɣugɔrigu,Shrine,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Tilsi,Pestles,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Tɛhi biɛri,Evil intentions,,,,,,,,,,
